"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1299 0.1454 0.1467 0.1655 0.1848 0.1844 0.1975 0.2167 0.2302 0.2325 0.2465 0.2539 5.9554 9.9477 13.9387 3.9754 8.9634
"3" 0.5 0.1535 0.1763 0.1655 0.1957 0.2276 0.2125 0.2295 0.2609 0.2789 0.2703 0.2893 0.293 5.9057 9.889 13.8702 3.9479 8.9224
"4" 0.75 0.1813 0.2136 0.1866 0.2313 0.2803 0.2449 0.2667 0.314 0.3379 0.3143 0.3395 0.3381 5.8501 9.8227 13.793 3.9169 8.8761
"5" 1 0.2141 0.2588 0.2105 0.2733 0.3451 0.2822 0.3098 0.3778 0.4093 0.3653 0.3984 0.39 5.7874 9.7471 13.7053 3.8818 8.8234
"6" 1.25 0.2527 0.3136 0.2374 0.3229 0.4249 0.3251 0.3599 0.4546 0.4957 0.4245 0.4674 0.4499 5.716 9.6605 13.6051 3.8417 8.7629
"7" 1.5 0.2984 0.3798 0.2677 0.3814 0.5229 0.3744 0.418 0.5468 0.6003 0.4932 0.5482 0.5188 5.6345 9.5604 13.4898 3.7956 8.6932
"8" 1.75 0.3521 0.46 0.3019 0.4504 0.6434 0.4312 0.4855 0.6575 0.7267 0.5729 0.6429 0.5981 5.5409 9.4445 13.3566 3.7424 8.6125
"9" 2 0.4155 0.557 0.3403 0.5318 0.7913 0.4965 0.5638 0.7903 0.8795 0.6653 0.7538 0.6893 5.433 9.3095 13.2021 3.6808 8.5185
"10" 2.25 0.4901 0.6742 0.3836 0.6275 0.9729 0.5715 0.6547 0.9497 1.0641 0.7723 0.8834 0.7941 5.3083 9.1519 13.0223 3.6091 8.4089
"11" 2.5 0.5779 0.8158 0.4323 0.7401 1.1955 0.6576 0.7601 1.1405 1.287 0.8963 1.035 0.9144 5.1639 8.9675 12.8125 3.5257 8.2806
"12" 2.75 0.6811 0.9867 0.487 0.8724 1.4682 0.7565 0.8822 1.369 1.5558 1.0397 1.2121 1.0525 4.9962 8.7512 12.5674 3.4283 8.1302
"13" 3 0.8022 1.1928 0.5485 1.0277 1.8017 0.8696 1.0238 1.642 1.8798 1.2053 1.4187 1.2105 4.8014 8.4975 12.2805 3.3146 7.9537
"14" 3.25 0.9443 1.4411 0.6175 1.2095 2.209 0.9991 1.1877 1.9676 2.2695 1.3963 1.6593 1.3911 4.5752 8.1995 11.9448 3.1817 7.7466
"15" 3.5 1.1105 1.7396 0.6948 1.4219 2.7051 1.1467 1.3773 2.355 2.7377 1.6161 1.9389 1.5971 4.3124 7.8498 11.552 3.0266 7.5034
"16" 3.75 1.3046 2.0978 0.7812 1.6692 3.3078 1.3147 1.5965 2.8145 3.2987 1.8684 2.2631 1.831 4.0075 7.4399 11.093 2.8456 7.2182
"17" 4 1.5302 2.5258 0.8776 1.956 4.037 1.505 1.8494 3.3569 3.9687 2.1569 2.6373 2.0956 3.6549 6.9603 10.5578 2.6351 6.8845
"18" 4.25 1.7915 3.0343 0.9847 2.2863 4.9141 1.7193 2.1409 3.993 4.7653 2.485 3.0669 2.393 3.2488 6.4016 9.9364 2.3913 6.4955
"19" 4.5 2.0916 3.6338 1.1027 2.6634 5.9607 1.9582 2.4758 4.7312 5.7062 2.8552 3.5558 2.724 2.7846 5.755 9.2199 2.111 6.0449
"20" 4.75 2.4319 4.3311 1.2311 3.088 7.1936 2.2205 2.8595 5.5735 6.8059 3.2679 4.1039 3.087 2.2604 5.0146 8.4034 1.7926 5.5282
"21" 5 2.8059 5.1224 1.3676 3.5548 8.6162 2.4999 3.293 6.5049 8.0696 3.7185 4.7017 3.4754 1.6828 4.1846 7.4938 1.4394 4.9479
"22" 5.25 3.1924 5.9735 1.5051 4.0475 10.1985 2.7787 3.7621 7.468 9.478 4.1928 5.3158 3.873 1.0778 3.2935 6.527 1.0668 4.3237
"23" 5.5 3.531 6.766 1.6244 4.5289 11.8444 3.0105 4.2219 8.3006 10.9612 4.6587 5.8507 4.2476 0.5185 2.4263 5.6069 0.7179 3.7145
"24" 5.75 3.6949 7.2186 1.6812 4.8887 13.1383 3.1043 4.5367 8.6847 12.3246 5.0601 6.1061 4.4878 0.1714 1.8016 4.9931 0.4967 3.2768
"25" 6 3.6804 7.2815 1.6698 4.9989 13.662 3.066 4.6385 8.6355 13.1324 5.2698 6.0753 4.5156 0.0993 1.5746 4.8216 0.4461 3.1202
"26" 6.25 3.6286 7.2566 1.6434 5.0449 13.9881 3.0015 4.6845 8.499 13.7709 5.4147 5.9846 4.4935 0.0932 1.449 4.7594 0.436 3.0359
"27" 6.5 3.5738 7.2228 1.6158 5.0844 14.2982 2.9356 4.7246 8.3559 14.4148 5.5553 5.8891 4.4662 0.0921 1.3287 4.7059 0.4288 2.9566
"28" 6.75 3.5184 7.1859 1.5881 5.1215 14.6066 2.8703 4.7627 8.2122 15.079 5.6964 5.793 4.4373 0.0913 1.2062 4.6532 0.4216 2.8768
"29" 7 3.4628 7.1463 1.5604 5.1566 14.9136 2.8056 4.7991 8.0682 15.7647 5.8383 5.6966 4.4069 0.0905 1.0809 4.6009 0.4141 2.7963
"30" 7.25 3.4068 7.1041 1.5327 5.1896 15.219 2.7415 4.8337 7.9242 16.472 5.9808 5.5999 4.375 0.0897 0.9528 4.5491 0.4065 2.7152
"31" 7.5 3.3507 7.0593 1.5051 5.2205 15.5223 2.6782 4.8665 7.7801 17.201 6.1238 5.5031 4.3418 0.0888 0.8218 4.4978 0.3986 2.6333
"32" 7.75 3.2943 7.0119 1.4775 5.2492 15.8232 2.6155 4.8973 7.6361 17.9518 6.2672 5.4062 4.3072 0.088 0.6881 4.447 0.3905 2.5508
"33" 8 3.2379 6.9621 1.4499 5.2756 16.1213 2.5536 4.9262 7.4923 18.7245 6.4108 5.3092 4.2712 0.0872 0.5517 4.3969 0.3822 2.4677
"34" 8.25 3.1813 6.9099 1.4225 5.2999 16.4162 2.4924 4.9531 7.3488 19.5189 6.5545 5.2123 4.234 0.0865 0.4124 4.3475 0.3736 2.3839
"35" 8.5 3.1246 6.8553 1.3951 5.3218 16.7076 2.432 4.9781 7.2056 20.3351 6.6981 5.1154 4.1955 0.0857 0.2703 4.2987 0.3647 2.2996
"36" 8.75 3.0688 6.8006 1.3682 5.3434 17.0024 2.3729 5.0027 7.0648 20.9816 6.8426 5.0201 4.1571 0.0872 0.1581 4.2536 0.3604 2.2284
"37" 9 3.0216 6.7666 1.3448 5.3823 17.3716 2.3203 5.0437 6.9439 21.1566 6.9142 4.9386 4.1305 0.0971 0.1163 4.2147 0.3636 2.1872
"38" 9.25 2.9884 6.74 1.3235 5.4062 17.7516 2.2776 5.1136 6.8555 21.1092 6.916 4.8794 4.1133 0.109 0.1037 4.18 0.3669 2.1594
"39" 9.5 2.9692 6.6957 1.2999 5.414 18.0741 2.2445 5.2136 6.7991 21.0017 6.8984 4.824 4.087 0.1204 0.1002 4.1484 0.3699 2.1353
"40" 9.75 2.9615 6.6432 1.2754 5.4144 18.3719 2.2194 5.3399 6.7692 20.868 6.8723 4.7639 4.0561 0.1299 0.0977 4.1133 0.3712 2.1087
"41" 10 2.963 6.5856 1.2506 5.4098 18.6536 2.2004 5.4784 6.7606 20.7172 6.8404 4.7009 4.0221 0.138 0.0964 4.0762 0.3714 2.0814
"42" 10.25 2.972 6.5259 1.2259 5.4029 18.9296 2.1864 5.6177 6.7692 20.559 6.8059 4.6371 3.9869 0.1445 0.0957 4.0373 0.3704 2.0538
"43" 10.5 2.9869 6.4646 1.2014 5.3942 19.2015 2.1761 5.7583 6.7912 20.3954 6.7695 4.5728 3.9507 0.1497 0.095 3.9968 0.3685 2.026
"44" 10.75 3.0065 6.4021 1.1772 5.3838 19.47 2.1688 5.9003 6.824 20.2273 6.7312 4.5082 3.9138 0.1538 0.0944 3.955 0.3658 1.9979
"45" 11 3.0299 6.3386 1.1532 5.3719 19.7354 2.1638 6.0438 6.8652 20.0552 6.6915 4.4435 3.8764 0.1571 0.0939 3.9122 0.3625 1.9696
"46" 11.25 3.0563 6.2742 1.1294 5.3587 19.9981 2.1606 6.189 6.9133 19.8798 6.6504 4.3788 3.8384 0.1597 0.0933 3.8685 0.3587 1.941
"47" 11.5 3.0853 6.2091 1.106 5.3442 20.2583 2.1588 6.3359 6.967 19.7014 6.6081 4.3142 3.7999 0.1618 0.0929 3.8241 0.3545 1.9122
"48" 11.75 3.1163 6.1434 1.0829 5.3285 20.5161 2.158 6.4845 7.0252 19.5204 6.5646 4.2497 3.7611 0.1634 0.0924 3.7792 0.3499 1.8832
"49" 12 3.1484 6.0771 1.0601 5.3117 20.7716 2.1581 6.635 7.0871 19.3371 6.5201 4.1854 3.722 0.1647 0.092 3.7339 0.3451 1.8541
"50" 12.25 3.1802 6.0105 1.0376 5.2939 21.0252 2.1588 6.7873 7.1521 19.152 6.4747 4.1214 3.6826 0.1656 0.0916 3.6883 0.3401 1.8248
"51" 12.5 3.2115 5.9435 1.0155 5.2752 21.2769 2.16 6.9417 7.2195 18.9652 6.4285 4.0578 3.643 0.1663 0.0912 3.6425 0.3349 1.7954
"52" 12.75 3.2425 5.8763 0.9937 5.2556 21.5267 2.1616 7.0979 7.2889 18.777 6.3815 3.9945 3.6033 0.1668 0.0908 3.5965 0.3296 1.7658
"53" 13 3.2731 5.8089 0.9722 5.235 21.7744 2.1634 7.2562 7.36 18.5874 6.3337 3.9315 3.5634 0.1672 0.0905 3.5504 0.3242 1.7362
"54" 13.25 3.3033 5.7412 0.9511 5.2136 22.02 2.1653 7.4163 7.4324 18.3965 6.2853 3.869 3.5234 0.1674 0.0901 3.5043 0.3187 1.7064
"55" 13.5 3.3331 5.6734 0.9303 5.1913 22.2633 2.1674 7.5784 7.5059 18.2045 6.2361 3.8069 3.4832 0.1675 0.0897 3.4581 0.3131 1.6765
"56" 13.75 3.3625 5.6055 0.9099 5.1682 22.5044 2.1695 7.7423 7.5802 18.0114 6.1863 3.7453 3.443 0.1675 0.0894 3.4119 0.3075 1.6465
"57" 14 3.3915 5.5375 0.8898 5.1443 22.743 2.1715 7.9082 7.6552 17.8174 6.1359 3.684 3.4027 0.1674 0.089 3.3658 0.3019 1.6164
"58" 14.25 3.42 5.4694 0.87 5.1196 22.9792 2.1736 8.0759 7.7306 17.6225 6.0848 3.6233 3.3624 0.1673 0.0887 3.3197 0.2962 1.5863
"59" 14.5 3.448 5.4012 0.8505 5.094 23.2126 2.1755 8.2454 7.8065 17.4268 6.0332 3.563 3.322 0.1671 0.0883 3.2738 0.2904 1.556
"60" 14.75 3.4756 5.3331 0.8314 5.0678 23.4434 2.1773 8.4167 7.8827 17.2305 5.9811 3.5032 3.2815 0.1669 0.088 3.228 0.2847 1.5257
"61" 15 3.5027 5.2649 0.8126 5.0407 23.6713 2.179 8.5898 7.9591 17.0335 5.9284 3.4439 3.2411 0.1667 0.0876 3.1823 0.279 1.4954
"62" 15.25 3.5293 5.1968 0.7942 5.0129 23.8962 2.1806 8.7646 8.0356 16.836 5.8752 3.3851 3.2006 0.1664 0.0873 3.1369 0.2732 1.465
"63" 15.5 3.5554 5.1287 0.776 4.9844 24.118 2.182 8.9411 8.1122 16.6381 5.8215 3.3269 3.1602 0.1662 0.0869 3.0916 0.2674 1.4345
"64" 15.75 3.581 5.0608 0.7582 4.9552 24.3366 2.1832 9.1193 8.1887 16.4397 5.7674 3.2691 3.1198 0.1659 0.0866 3.0465 0.2617 1.404
"65" 16 3.606 4.9929 0.7407 4.9253 24.5518 2.1843 9.2991 8.2653 16.2411 5.7128 3.2119 3.0794 0.1656 0.0862 3.0017 0.256 1.3735
"66" 16.25 3.6305 4.9251 0.7235 4.8947 24.7637 2.1852 9.4805 8.3419 16.0422 5.6579 3.1552 3.0391 0.1653 0.0859 2.9572 0.2502 1.343
"67" 16.5 3.6544 4.8575 0.7067 4.8634 24.972 2.186 9.6633 8.4183 15.8432 5.6025 3.0991 2.9989 0.165 0.0855 2.9129 0.2445 1.3125
"68" 16.75 3.6778 4.79 0.6901 4.8315 25.1766 2.1865 9.8477 8.4946 15.6441 5.5468 3.0436 2.9587 0.1647 0.0852 2.8689 0.2388 1.282
"69" 17 3.7005 4.7227 0.6738 4.799 25.3775 2.1869 10.0335 8.5709 15.4451 5.4908 2.9886 2.9186 0.1644 0.0849 2.8252 0.2331 1.2515
"70" 17.25 3.7227 4.6557 0.6579 4.7659 25.5745 2.1871 10.2207 8.647 15.246 5.4345 2.9342 2.8787 0.1641 0.0845 2.7818 0.2274 1.2209
"71" 17.5 3.7443 4.5888 0.6422 4.7322 25.7675 2.1871 10.4093 8.7229 15.0471 5.3778 2.8803 2.8388 0.1638 0.0842 2.7388 0.2218 1.1905
"72" 17.75 3.7652 4.5223 0.6268 4.6979 25.9565 2.187 10.5991 8.7987 14.8484 5.3209 2.8271 2.7991 0.1635 0.0838 2.6961 0.2162 1.16
"73" 18 3.7856 4.4559 0.6118 4.6631 26.1413 2.1867 10.7902 8.8742 14.65 5.2638 2.7744 2.7595 0.1632 0.0835 2.6538 0.2106 1.1296
"74" 18.25 3.8053 4.3899 0.597 4.6277 26.3219 2.1862 10.9825 8.9497 14.452 5.2064 2.7223 2.72 0.1629 0.0832 2.6118 0.205 1.0992
"75" 18.5 3.8243 4.3242 0.5825 4.5918 26.4982 2.1855 11.1759 9.0249 14.2543 5.1489 2.6709 2.6807 0.1627 0.0829 2.5703 0.1995 1.0689
"76" 18.75 3.8427 4.2588 0.5683 4.5555 26.67 2.1846 11.3704 9.0999 14.0571 5.0912 2.62 2.6416 0.1624 0.0825 2.5291 0.194 1.0387
"77" 19 3.8605 4.1937 0.5543 4.5186 26.8374 2.1836 11.566 9.1747 13.8605 5.0333 2.5698 2.6027 0.1621 0.0822 2.4884 0.1885 1.0085
"78" 19.25 3.8775 4.129 0.5407 4.4813 27.0002 2.1825 11.7625 9.2493 13.6645 4.9753 2.5201 2.564 0.1618 0.0819 2.4481 0.1831 0.9784
"79" 19.5 3.8939 4.0647 0.5273 4.4436 27.1585 2.1811 11.9599 9.3237 13.4691 4.9173 2.4711 2.5254 0.1615 0.0816 2.4082 0.1777 0.9484
"80" 19.75 3.9097 4.0008 0.5142 4.4054 27.312 2.1796 12.1583 9.3979 13.2745 4.8591 2.4227 2.4871 0.1613 0.0812 2.3688 0.1723 0.9185
"81" 20 3.9247 3.9373 0.5013 4.3669 27.4607 2.178 12.3574 9.4719 13.0807 4.8009 2.3749 2.449 0.161 0.0809 2.3298 0.167 0.8887
"82" 20.25 3.9391 3.8742 0.4888 4.3279 27.6047 2.1762 12.5573 9.5456 12.8877 4.7426 2.3278 2.4112 0.1608 0.0806 2.2913 0.1617 0.8589
"83" 20.5 3.9528 3.8116 0.4764 4.2887 27.7438 2.1742 12.7579 9.6192 12.6956 4.6844 2.2812 2.3735 0.1605 0.0803 2.2533 0.1565 0.8293
"84" 20.75 3.9658 3.7494 0.4644 4.249 27.8781 2.1721 12.9592 9.6925 12.5046 4.6262 2.2354 2.3362 0.1602 0.08 2.2157 0.1513 0.7998
"85" 21 3.9781 3.6877 0.4526 4.2091 28.0073 2.1698 13.1611 9.7655 12.3145 4.568 2.1901 2.2991 0.16 0.0797 2.1787 0.1461 0.7705
"86" 21.25 3.9897 3.6265 0.441 4.1689 28.1317 2.1674 13.3635 9.8384 12.1255 4.5098 2.1455 2.2622 0.1598 0.0794 2.1421 0.141 0.7412
"87" 21.5 4.0006 3.5657 0.4297 4.1284 28.251 2.1649 13.5664 9.911 11.9377 4.4518 2.1015 2.2257 0.1595 0.0791 2.106 0.1359 0.7121
"88" 21.75 4.0108 3.5055 0.4186 4.0877 28.3653 2.1622 13.7697 9.9833 11.751 4.3938 2.0581 2.1894 0.1593 0.0788 2.0705 0.1309 0.6832
"89" 22 4.0203 3.4459 0.4078 4.0467 28.4745 2.1593 13.9735 10.0555 11.5656 4.336 2.0154 2.1534 0.159 0.0785 2.0355 0.1259 0.6544
"90" 22.25 4.0291 3.3867 0.3972 4.0055 28.5786 2.1564 14.1775 10.1274 11.3815 4.2783 1.9733 2.1177 0.1588 0.0782 2.001 0.121 0.6257
"91" 22.5 4.0372 3.3281 0.3868 3.9641 28.6777 2.1533 14.3818 10.199 11.1987 4.2207 1.9318 2.0824 0.1586 0.0779 1.967 0.1161 0.5973
"92" 22.75 4.0446 3.2701 0.3767 3.9226 28.7717 2.15 14.5864 10.2704 11.0172 4.1634 1.891 2.0473 0.1584 0.0776 1.9336 0.1113 0.5689
"93" 23 4.0513 3.2126 0.3668 3.8809 28.8606 2.1465 14.7911 10.3416 10.8372 4.1062 1.8508 2.0126 0.1582 0.0773 1.9007 0.1066 0.5408
"94" 23.25 4.0553 3.1559 0.3571 3.8392 28.9459 2.1398 14.9967 10.4133 10.6591 4.0495 1.8113 1.9783 0.1585 0.0772 1.8687 0.102 0.5127
"95" 23.5 4.0515 3.1 0.3477 3.7966 29.03 2.1292 15.2044 10.4874 10.4835 3.9933 1.7726 1.9429 0.1592 0.0772 1.8373 0.0979 0.4846
"96" 23.75 4.0402 3.0455 0.3385 3.749 29.0951 2.1152 15.4174 10.5656 10.312 3.9384 1.7349 1.9056 0.1606 0.0779 1.8081 0.0943 0.4568
"97" 24 4.0227 2.9933 0.3298 3.6968 29.11 2.0981 15.6433 10.6498 10.1482 3.8862 1.6987 1.8666 0.1623 0.0789 1.7825 0.0912 0.4289
"98" 24.25 3.9995 2.9434 0.3213 3.6407 29.0784 2.0785 15.8823 10.7406 9.9917 3.835 1.664 1.8265 0.1641 0.0798 1.7599 0.0883 0.4008
"99" 24.5 3.9711 2.8956 0.3132 3.5813 29.0037 2.0565 16.1343 10.8397 9.842 3.7804 1.6306 1.7854 0.1667 0.0807 1.7409 0.0857 0.3724
"100" 24.75 3.9378 2.8496 0.3054 3.5188 28.8876 2.0324 16.3986 10.9493 9.6983 3.7224 1.5985 1.7435 0.1697 0.0815 1.7249 0.0831 0.3438
"101" 25 3.8997 2.8054 0.2978 3.4535 28.73 2.006 16.6752 11.071 9.5602 3.6609 1.5674 1.7008 0.173 0.0822 1.7119 0.0805 0.315
"102" 25.25 3.8567 2.7628 0.2905 3.3853 28.5302 1.9776 16.9641 11.2062 9.4274 3.5961 1.5375 1.6575 0.1766 0.0829 1.7017 0.0777 0.2858
"103" 25.5 3.8092 2.723 0.2836 3.3148 28.2913 1.9472 17.2436 11.3574 9.3037 3.5284 1.5092 1.6138 0.182 0.0871 1.6982 0.0759 0.2607
"104" 25.75 3.7603 2.6928 0.2776 3.2443 28.0382 1.9163 17.466 11.5339 9.2135 3.4604 1.486 1.5705 0.1894 0.0962 1.7049 0.0752 0.2455
"105" 26 3.7103 2.6739 0.2725 3.1739 27.7726 1.8851 17.6468 11.7384 9.1624 3.3923 1.4685 1.5279 0.1966 0.1052 1.7166 0.074 0.2354
"106" 26.25 3.6583 2.6665 0.2684 3.1031 27.4871 1.8531 17.8011 11.9706 9.1215 3.3234 1.4569 1.4856 0.2032 0.117 1.7323 0.0725 0.23
"107" 26.5 3.6036 2.6653 0.2644 3.0315 27.1768 1.8202 17.9436 12.2281 9.0709 3.2531 1.4528 1.4435 0.2087 0.1325 1.7506 0.0706 0.2283
"108" 26.75 3.5457 2.6603 0.2601 2.9585 26.8355 1.7858 18.0865 12.5075 9.0083 3.1811 1.4572 1.4013 0.2126 0.1511 1.7709 0.0681 0.2294
"109" 27 3.4836 2.6504 0.2556 2.8837 26.4562 1.7498 18.2383 12.8043 8.9308 3.1068 1.471 1.3589 0.215 0.1721 1.7932 0.0653 0.2323
"110" 27.25 3.4167 2.6349 0.2508 2.8067 26.0335 1.7118 18.4053 13.1136 8.8363 3.0296 1.4948 1.3162 0.2158 0.1954 1.8177 0.062 0.2365
"111" 27.5 3.3455 2.6139 0.2456 2.7278 25.5702 1.672 18.5925 13.4105 8.7253 2.9499 1.5284 1.2731 0.2165 0.2204 1.8456 0.0595 0.2418
"112" 27.75 3.272 2.5893 0.2403 2.6484 25.0831 1.6313 18.796 13.6872 8.604 2.8694 1.565 1.2305 0.2181 0.2465 1.8761 0.058 0.2473
"113" 28 3.1984 2.5633 0.235 2.5703 24.5911 1.5909 18.9923 13.957 8.479 2.7898 1.6033 1.1888 0.2207 0.275 1.9094 0.0575 0.2553
"114" 28.25 3.1256 2.5365 0.2298 2.4938 24.101 1.551 19.1823 14.2251 8.3529 2.7118 1.6436 1.1482 0.2229 0.3042 1.9432 0.057 0.2646
"115" 28.5 3.0535 2.5091 0.2246 2.4191 23.6135 1.5118 19.3664 14.4914 8.226 2.6352 1.6858 1.1088 0.2249 0.334 1.9773 0.0565 0.2748
"116" 28.75 2.9824 2.4812 0.2194 2.346 23.1292 1.4732 19.5444 14.7561 8.0985 2.5603 1.7298 1.0706 0.2264 0.3642 2.0115 0.0561 0.286
"117" 29 2.9121 2.4528 0.2143 2.2746 22.6483 1.4352 19.7165 15.0188 7.9705 2.4869 1.7756 1.0335 0.2277 0.3948 2.0459 0.0556 0.2981
"118" 29.25 2.8427 2.424 0.2093 2.205 22.1713 1.3978 19.8824 15.2794 7.8422 2.415 1.823 0.9974 0.2286 0.4258 2.0805 0.0552 0.3111
"119" 29.5 2.7744 2.3947 0.2044 2.137 21.6983 1.3612 20.0423 15.538 7.7137 2.3448 1.8721 0.9625 0.2291 0.4572 2.1151 0.0548 0.325
"120" 29.75 2.707 2.365 0.1995 2.0707 21.2299 1.3252 20.1962 15.7942 7.585 2.276 1.9226 0.9286 0.2294 0.489 2.1499 0.0544 0.3397
"121" 30 2.6406 2.3351 0.1947 2.0061 20.7662 1.2898 20.3439 16.0482 7.4565 2.2089 1.9746 0.8958 0.2294 0.521 2.1847 0.054 0.3552
"122" 30.25 2.5752 2.3048 0.19 1.943 20.3075 1.2551 20.4857 16.2997 7.3281 2.1433 2.028 0.8639 0.2291 0.5532 2.2195 0.0536 0.3715
"123" 30.5 2.511 2.2742 0.1854 1.8817 19.8541 1.2211 20.6215 16.5487 7.2 2.0792 2.0825 0.8331 0.2285 0.5857 2.2543 0.0532 0.3886
"124" 30.75 2.4478 2.2435 0.1808 1.8219 19.4063 1.1878 20.7514 16.7952 7.0724 2.0167 2.1381 0.8032 0.2277 0.6185 2.2891 0.0528 0.4064
