"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12"
"1" 0 0.11 0.12 0.13 0.14 0.15 0 0 0 0 0 0 0
"2" 0.25 0.1352 0.1427 0.1521 0.1612 0.1785 0 0 0 0 0 0 0
"3" 0.5 0.1662 0.1697 0.1779 0.1856 0.2123 0 0 0 0 0 0 0
"4" 0.75 0.2043 0.2018 0.2081 0.2138 0.2526 0 0 0 0 0 0 0
"5" 1 0.251 0.2399 0.2434 0.2461 0.3005 0 0 0 0 0 0 0
"6" 1.25 0.3085 0.2852 0.2846 0.2834 0.3575 0 0 0 0 0 0 0
"7" 1.5 0.3791 0.3392 0.3329 0.3263 0.4253 0 0 0 0 0 0 0
"8" 1.75 0.4659 0.4032 0.3894 0.3756 0.5059 0 0 0 0 0 0 0
"9" 2 0.5725 0.4794 0.4554 0.4324 0.6017 0 0 0 0 0 0 0
"10" 2.25 0.7034 0.5699 0.5326 0.4977 0.7156 0 0 0 0 0 0 0
"11" 2.5 0.8642 0.6774 0.6228 0.5729 0.851 0 0 0 0 0 0 0
"12" 2.75 1.0616 0.8052 0.7282 0.6593 1.012 0 0 0 0 0 0 0
"13" 3 1.3039 0.957 0.8514 0.7587 1.2031 0 0 0 0 0 0 0
"14" 3.25 1.6012 1.1373 0.9954 0.8729 1.4302 0 0 0 0 0 0 0
"15" 3.5 1.966 1.3513 1.1636 1.0041 1.6998 0 0 0 0 0 0 0
"16" 3.75 2.4133 1.6054 1.36 1.1547 2.0197 0 0 0 0 0 0 0
"17" 4 2.9614 1.9067 1.5892 1.3276 2.3991 0 0 0 0 0 0 0
"18" 4.25 3.6327 2.2641 1.8567 1.5258 2.8488 0 0 0 0 0 0 0
"19" 4.5 4.4541 2.6876 2.1686 1.7528 3.3812 0 0 0 0 0 0 0
"20" 4.75 5.4581 3.1889 2.532 2.0125 4.0108 0 0 0 0 0 0 0
"21" 5 6.6835 3.7819 2.9549 2.3091 4.7543 0 0 0 0 0 0 0
"22" 5.25 8.1766 4.4821 3.4465 2.647 5.6305 0 0 0 0 0 0 0
"23" 5.5 9.9911 5.3073 4.017 3.0309 6.6603 0 0 0 0 0 0 0
"24" 5.75 12.1888 6.2773 4.6772 3.4652 7.8661 0 0 0 0 0 0 0
"25" 6 14.8377 7.413 5.4387 3.9536 9.2705 0 0 0 0 0 0 0
"26" 6.25 18.0074 8.735 6.3122 4.498 10.8932 0 0 0 0 0 0 0
"27" 6.5 21.7573 10.2595 7.3055 5.096 12.7447 0 0 0 0 0 0 0
"28" 6.75 26.1069 11.9891 8.4182 5.7368 14.8113 0 0 0 0 0 0 0
"29" 7 30.9637 13.8898 9.6277 6.3903 17.0218 0 0 0 0 0 0 0
"30" 7.25 35.9389 15.829 10.8531 6.9845 19.1667 0 0 0 0 0 0 0
"31" 7.5 39.9945 17.442 11.8722 7.3737 20.7638 0 0 0 0 0 0 0
"32" 7.75 41.9146 18.2508 12.3842 7.44 21.3365 0 0 0 0 0 0 0
"33" 8 42.4174 18.4906 12.5308 7.3261 21.285 0 0 0 0 0 0 0
"34" 8.25 42.601 18.5975 12.5908 7.1773 21.0999 0 0 0 0 0 0 0
"35" 8.5 42.7397 18.6859 12.6387 7.0265 20.8979 0 0 0 0 0 0 0
"36" 8.75 42.8714 18.7714 12.6846 6.8782 20.6948 0 0 0 0 0 0 0
"37" 9 43.0008 18.8562 12.73 6.7327 20.4927 0 0 0 0 0 0 0
"38" 9.25 43.1284 18.9405 12.7749 6.59 20.2917 0 0 0 0 0 0 0
"39" 9.5 43.2543 19.0243 12.8194 6.4501 20.0919 0 0 0 0 0 0 0
"40" 9.75 43.3785 19.1075 12.8635 6.3131 19.8932 0 0 0 0 0 0 0
"41" 10 43.5011 19.1903 12.9072 6.1787 19.6958 0 0 0 0 0 0 0
"42" 10.25 43.6219 19.2725 12.9505 6.047 19.4995 0 0 0 0 0 0 0
"43" 10.5 43.7411 19.3542 12.9933 5.918 19.3045 0 0 0 0 0 0 0
"44" 10.75 43.8587 19.4355 13.0358 5.7915 19.1108 0 0 0 0 0 0 0
"45" 11 43.9746 19.5162 13.0778 5.6676 18.9183 0 0 0 0 0 0 0
"46" 11.25 44.0889 19.5965 13.1195 5.5461 18.727 0 0 0 0 0 0 0
"47" 11.5 44.2016 19.6762 13.1608 5.4271 18.5371 0 0 0 0 0 0 0
"48" 11.75 44.3127 19.7555 13.2016 5.3105 18.3484 0 0 0 0 0 0 0
"49" 12 44.4222 19.8343 13.2421 5.1963 18.1609 0 0 0 0 0 0 0
"50" 12.25 44.5301 19.9125 13.2822 5.0844 17.9748 0 0 0 0 0 0 0
"51" 12.5 44.6364 19.9903 13.3219 4.9748 17.79 0 0 0 0 0 0 0
"52" 12.75 44.7412 20.0677 13.3612 4.8674 17.6065 0 0 0 0 0 0 0
"53" 13 44.8445 20.1445 13.4001 4.7621 17.4244 0 0 0 0 0 0 0
"54" 13.25 44.9462 20.2209 13.4387 4.6591 17.2435 0 0 0 0 0 0 0
"55" 13.5 45.0464 20.2967 13.4768 4.5581 17.064 0 0 0 0 0 0 0
"56" 13.75 45.1451 20.3722 13.5146 4.4593 16.8858 0 0 0 0 0 0 0
"57" 14 45.2423 20.4471 13.5521 4.3624 16.709 0 0 0 0 0 0 0
"58" 14.25 45.3381 20.5216 13.5891 4.2676 16.5335 0 0 0 0 0 0 0
"59" 14.5 45.4323 20.5956 13.6258 4.1747 16.3594 0 0 0 0 0 0 0
"60" 14.75 45.5252 20.6692 13.6621 4.0838 16.1866 0 0 0 0 0 0 0
"61" 15 45.6166 20.7423 13.6981 3.9947 16.0151 0 0 0 0 0 0 0
"62" 15.25 45.7066 20.815 13.7337 3.9075 15.8451 0 0 0 0 0 0 0
"63" 15.5 45.7951 20.8872 13.769 3.8221 15.6763 0 0 0 0 0 0 0
"64" 15.75 45.8823 20.959 13.8039 3.7385 15.509 0 0 0 0 0 0 0
"65" 16 45.9681 21.0304 13.8385 3.6566 15.343 0 0 0 0 0 0 0
"66" 16.25 46.0526 21.1013 13.8727 3.5765 15.1783 0 0 0 0 0 0 0
"67" 16.5 46.1356 21.1718 13.9066 3.498 15.0151 0 0 0 0 0 0 0
"68" 16.75 46.2174 21.2418 13.9402 3.4212 14.8531 0 0 0 0 0 0 0
"69" 17 46.2978 21.3114 13.9734 3.346 14.6926 0 0 0 0 0 0 0
"70" 17.25 46.3769 21.3806 14.0063 3.2723 14.5334 0 0 0 0 0 0 0
"71" 17.5 46.4548 21.4494 14.0388 3.2003 14.3756 0 0 0 0 0 0 0
"72" 17.75 46.5313 21.5178 14.0711 3.1297 14.2191 0 0 0 0 0 0 0
"73" 18 46.6066 21.5858 14.103 3.0607 14.064 0 0 0 0 0 0 0
"74" 18.25 46.6806 21.6533 14.1346 2.9931 13.9102 0 0 0 0 0 0 0
"75" 18.5 46.7534 21.7205 14.1659 2.927 13.7578 0 0 0 0 0 0 0
"76" 18.75 46.8249 21.7873 14.1969 2.8622 13.6067 0 0 0 0 0 0 0
"77" 19 46.8952 21.8537 14.2275 2.7989 13.457 0 0 0 0 0 0 0
"78" 19.25 46.9644 21.9196 14.2579 2.7369 13.3086 0 0 0 0 0 0 0
"79" 19.5 47.0323 21.9852 14.288 2.6762 13.1616 0 0 0 0 0 0 0
"80" 19.75 47.0991 22.0505 14.3177 2.6168 13.0159 0 0 0 0 0 0 0
"81" 20 47.1647 22.1153 14.3472 2.5587 12.8715 0 0 0 0 0 0 0
"82" 20.25 47.2292 22.1798 14.3764 2.5018 12.7285 0 0 0 0 0 0 0
"83" 20.5 47.2925 22.2439 14.4053 2.4462 12.5867 0 0 0 0 0 0 0
"84" 20.75 47.3547 22.3076 14.4339 2.3918 12.4463 0 0 0 0 0 0 0
"85" 21 47.4158 22.371 14.4622 2.3385 12.3072 0 0 0 0 0 0 0
"86" 21.25 47.4759 22.434 14.4903 2.2864 12.1694 0 0 0 0 0 0 0
"87" 21.5 47.5348 22.4966 14.518 2.2354 12.0329 0 0 0 0 0 0 0
"88" 21.75 47.5927 22.559 14.5455 2.1855 11.8977 0 0 0 0 0 0 0
"89" 22 47.6495 22.6209 14.5728 2.1367 11.7638 0 0 0 0 0 0 0
"90" 22.25 47.7052 22.6825 14.5997 2.0889 11.6312 0 0 0 0 0 0 0
"91" 22.5 47.76 22.7438 14.6264 2.0422 11.4999 0 0 0 0 0 0 0
"92" 22.75 47.8137 22.8048 14.6528 1.9965 11.3698 0 0 0 0 0 0 0
"93" 23 47.8664 22.8654 14.679 1.9518 11.241 0 0 0 0 0 0 0
"94" 23.25 47.9181 22.9257 14.7049 1.9081 11.1134 0 0 0 0 0 0 0
"95" 23.5 47.9688 22.9856 14.7306 1.8653 10.9871 0 0 0 0 0 0 0
"96" 23.75 48.0186 23.0453 14.756 1.8234 10.8621 0 0 0 0 0 0 0
