"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1362 0.1385 0.1536 0.172 0.1801 0.1864 0.2058 0.2154 0.2305 0.2362 0.2483 0.258 5.9524 9.944 13.9345 3.9738 8.9604
"3" 0.5 0.1685 0.1598 0.1815 0.2112 0.2162 0.2172 0.2491 0.2578 0.2796 0.279 0.2936 0.3026 5.8989 9.8805 13.8605 3.9442 8.9152
"4" 0.75 0.2085 0.1843 0.2144 0.2594 0.2594 0.253 0.3015 0.3085 0.3392 0.3295 0.3471 0.3548 5.8382 9.8076 13.7759 3.9104 8.8634
"5" 1 0.2579 0.2126 0.2532 0.3185 0.3113 0.2947 0.3649 0.369 0.4113 0.3891 0.4102 0.4159 5.7686 9.7234 13.6785 3.8716 8.8034
"6" 1.25 0.319 0.2452 0.2991 0.3909 0.3735 0.3433 0.4415 0.4414 0.4987 0.4593 0.4848 0.4875 5.6886 9.6254 13.5657 3.8266 8.7335
"7" 1.5 0.3945 0.2828 0.3532 0.4796 0.4479 0.3997 0.5343 0.5277 0.6046 0.5421 0.5728 0.5712 5.5958 9.5108 13.4343 3.7743 8.6516
"8" 1.75 0.4877 0.3261 0.417 0.5883 0.5371 0.4653 0.6463 0.6308 0.7327 0.6396 0.6766 0.6691 5.488 9.3761 13.2805 3.7131 8.5551
"9" 2 0.6026 0.3759 0.4922 0.7212 0.6437 0.5415 0.7818 0.7537 0.8877 0.7544 0.799 0.7834 5.3622 9.2173 13.0999 3.6413 8.4412
"10" 2.25 0.7444 0.4332 0.5808 0.8838 0.7712 0.63 0.9455 0.9002 1.0751 0.8895 0.9431 0.9168 5.2151 9.0295 12.8873 3.5569 8.3062
"11" 2.5 0.9189 0.499 0.6851 1.0821 0.9234 0.7327 1.1431 1.0744 1.3014 1.0483 1.1126 1.0723 5.0426 8.8072 12.6365 3.4574 8.146
"12" 2.75 1.1337 0.5747 0.8078 1.324 1.105 0.8516 1.3817 1.2815 1.5745 1.2346 1.3119 1.2533 4.8402 8.5435 12.3403 3.3401 7.9557
"13" 3 1.3973 0.6615 0.952 1.6181 1.3211 0.989 1.6693 1.527 1.9036 1.4528 1.5457 1.4635 4.6027 8.2307 11.9904 3.2016 7.7295
"14" 3.25 1.7205 0.7608 1.1212 1.9749 1.5777 1.1475 2.0159 1.8174 2.2992 1.708 1.8195 1.7069 4.3241 7.8598 11.5772 3.0382 7.4608
"15" 3.5 2.1153 0.8743 1.3192 2.4063 1.8815 1.3297 2.4328 2.1597 2.7738 2.0054 2.1389 1.9879 3.9978 7.4207 11.09 2.8458 7.1418
"16" 3.75 2.5958 1.0033 1.5503 2.925 2.2396 1.5381 2.9337 2.561 3.341 2.3506 2.5102 2.3105 3.6167 6.902 10.5169 2.6198 6.7642
"17" 4 3.1773 1.1491 1.8189 3.5445 2.6591 1.7749 3.534 3.028 4.0153 2.7488 2.9387 2.6782 3.1739 6.2921 9.8459 2.3556 6.3189
"18" 4.25 3.8749 1.3122 2.128 4.2763 3.1457 2.0408 4.2512 3.5646 4.8109 3.204 3.428 3.0926 2.6636 5.58 9.0664 2.0492 5.7972
"19" 4.5 4.6957 1.4917 2.478 5.126 3.7018 2.3335 5.1041 4.168 5.7377 3.7164 3.9765 3.5515 2.0843 4.7596 8.173 1.6993 5.1933
"20" 4.75 5.6222 1.682 2.8622 6.0836 4.3203 2.6425 6.0969 4.8174 6.7938 4.2785 4.5678 4.0436 1.4474 3.8406 7.1792 1.3119 4.5127
"21" 5 6.573 1.8661 3.2512 7.104 4.9742 2.9359 7.1817 5.4437 7.9476 4.8646 5.1464 4.5408 0.7988 2.877 6.1497 0.9144 3.7935
"22" 5.25 7.284 1.9937 3.5479 8.0621 5.5757 3.1273 8.1531 5.8594 9.1104 5.4217 5.5493 4.9651 0.2748 2.041 5.2852 0.5902 3.1624
"23" 5.5 7.4412 2.0042 3.6167 8.4905 5.8231 3.1286 8.5959 5.8826 9.8583 5.7669 5.5937 5.0851 0.0984 1.6884 4.9565 0.4818 2.8883
"24" 5.75 7.3843 1.9694 3.59 8.6343 5.89 3.0618 8.7657 5.7678 10.2936 5.9394 5.5034 5.0662 0.0845 1.5815 4.8894 0.4722 2.799
"25" 6 7.3102 1.9316 3.5554 8.7533 5.9406 2.991 8.9116 5.6444 10.7108 6.0982 5.4036 5.0352 0.0833 1.4934 4.8433 0.4703 2.7246
"26" 6.25 7.2337 1.8938 3.5197 8.8687 5.9884 2.9208 9.0547 5.5216 11.1374 6.2574 5.3036 5.0021 0.0825 1.4054 4.7987 0.4688 2.651
"27" 6.5 7.1553 1.8562 3.483 8.9813 6.0339 2.8515 9.1956 5.4 11.5746 6.4176 5.2039 4.9675 0.0818 1.3165 4.7548 0.4673 2.5775
"28" 6.75 7.0753 1.8188 3.4455 9.091 6.077 2.7831 9.3344 5.2795 12.0224 6.5788 5.1044 4.9312 0.0811 1.2268 4.7116 0.4659 2.5042
"29" 7 6.9935 1.7816 3.4073 9.1976 6.1178 2.7156 9.4708 5.1601 12.4809 6.7408 5.0054 4.8935 0.0804 1.1362 4.669 0.4645 2.4311
"30" 7.25 6.9103 1.7447 3.3683 9.3011 6.1562 2.649 9.6048 5.0421 12.9498 6.9034 4.9068 4.8542 0.0798 1.045 4.6272 0.4631 2.3583
"31" 7.5 6.8256 1.7081 3.3286 9.4014 6.1921 2.5834 9.7361 4.9253 13.4291 7.0666 4.8087 4.8136 0.0791 0.9529 4.5861 0.4618 2.2857
"32" 7.75 6.7396 1.6717 3.2883 9.4983 6.2256 2.5187 9.8647 4.81 13.9188 7.2302 4.7112 4.7716 0.0784 0.8601 4.5458 0.4605 2.2135
"33" 8 6.6524 1.6357 3.2474 9.5919 6.2566 2.455 9.9904 4.696 14.4187 7.3942 4.6143 4.7283 0.0778 0.7666 4.5064 0.4592 2.1417
"34" 8.25 6.564 1.6 3.2059 9.6819 6.2851 2.3923 10.1131 4.5834 14.9287 7.5583 4.5181 4.6838 0.0771 0.6725 4.4678 0.4579 2.0702
"35" 8.5 6.4746 1.5647 3.164 9.7683 6.3111 2.3306 10.2328 4.4724 15.4486 7.7224 4.4227 4.6381 0.0765 0.5776 4.43 0.4566 1.9992
"36" 8.75 6.3842 1.5297 3.1215 9.8512 6.3345 2.2699 10.3493 4.3628 15.9785 7.8865 4.328 4.5912 0.0759 0.4821 4.3932 0.4553 1.9286
"37" 9 6.2931 1.4951 3.0787 9.9303 6.3555 2.2102 10.4625 4.2549 16.518 8.0505 4.2342 4.5433 0.0752 0.386 4.3572 0.454 1.8585
"38" 9.25 6.2012 1.461 3.0355 10.0057 6.374 2.1516 10.5724 4.1485 17.0672 8.2141 4.1413 4.4944 0.0746 0.2893 4.3222 0.4527 1.7888
