"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1302 0.1458 0.1527 0.1679 0.179 0.1916 0.201 0.2179 0.2245 0.2277 0.2478 0.258 5.9535 9.9464 13.9371 3.9743 8.9626
"3" 0.5 0.1541 0.1771 0.1794 0.2013 0.2137 0.2294 0.2376 0.2638 0.2652 0.2591 0.2923 0.3026 5.9014 9.8862 13.8665 3.9453 8.9207
"4" 0.75 0.1824 0.2151 0.2107 0.2413 0.255 0.2746 0.2809 0.3192 0.3133 0.2949 0.3449 0.3547 5.8425 9.8179 13.7866 3.9125 8.8732
"5" 1 0.2159 0.2613 0.2474 0.2892 0.3042 0.3287 0.3321 0.3862 0.37 0.3356 0.4067 0.4158 5.7755 9.7399 13.6954 3.8749 8.819
"6" 1.25 0.2554 0.3173 0.2906 0.3465 0.3629 0.3933 0.3925 0.4672 0.437 0.3818 0.4797 0.4873 5.6985 9.6502 13.5906 3.8316 8.7567
"7" 1.5 0.3021 0.3852 0.3411 0.415 0.4327 0.4706 0.464 0.565 0.5159 0.4343 0.5655 0.5709 5.6098 9.5466 13.4697 3.7816 8.6848
"8" 1.75 0.3573 0.4676 0.4004 0.497 0.5159 0.563 0.5483 0.6831 0.609 0.4939 0.6666 0.6687 5.5071 9.4262 13.3293 3.7234 8.6013
"9" 2 0.4225 0.5674 0.47 0.5949 0.6149 0.6733 0.6479 0.8255 0.7187 0.5616 0.7855 0.783 5.3878 9.2859 13.1659 3.6555 8.504
"10" 2.25 0.4993 0.6883 0.5514 0.7118 0.7325 0.8049 0.7654 0.9971 0.8479 0.6383 0.9253 0.9164 5.2487 9.1222 12.9751 3.5761 8.3905
"11" 2.5 0.5898 0.8347 0.6468 0.8511 0.8722 0.9618 0.9041 1.2038 1 0.7252 1.0895 1.0718 5.0862 8.9305 12.7519 3.4831 8.2576
"12" 2.75 0.6964 1.0117 0.7584 1.017 1.038 1.1485 1.0677 1.4523 1.1787 0.8236 1.2821 1.2529 4.8963 8.706 12.4905 3.374 8.1019
"13" 3 0.8218 1.2256 0.8888 1.2142 1.2342 1.3705 1.2606 1.7505 1.3886 0.9347 1.5078 1.4633 4.6742 8.443 12.184 3.2461 7.9194
"14" 3.25 0.9689 1.4835 1.041 1.4481 1.4662 1.6338 1.4877 2.1075 1.6346 1.06 1.7716 1.7072 4.4144 8.1347 11.8249 3.0961 7.7055
"15" 3.5 1.1411 1.7939 1.2184 1.7245 1.7397 1.9451 1.7551 2.5337 1.9224 1.2011 2.0792 1.9892 4.1111 7.774 11.4046 2.9204 7.4548
"16" 3.75 1.3421 2.166 1.4245 2.05 2.0609 2.3118 2.0695 3.0401 2.2581 1.3591 2.4366 2.3138 3.7577 7.3528 10.9137 2.7153 7.1618
"17" 4 1.5756 2.6097 1.6632 2.431 2.4363 2.7411 2.4385 3.638 2.6479 1.5355 2.8495 2.6851 3.3478 6.8628 10.3426 2.4766 6.8203
"18" 4.25 1.845 3.1347 1.9374 2.8733 2.8717 3.2392 2.871 4.3369 3.098 1.7308 3.3225 3.1063 2.8755 6.2964 9.6825 2.201 6.4247
"19" 4.5 2.1517 3.748 2.2487 3.3803 3.371 3.8084 3.3764 5.1407 3.6129 1.9447 3.8566 3.5777 2.3383 5.6484 8.9281 1.8866 5.9705
"20" 4.75 2.4902 4.4473 2.5945 3.9496 3.9334 4.4406 3.9564 6.0372 4.1931 2.1747 4.4439 4.0942 1.7416 4.9232 8.0855 1.5362 5.4599
"21" 5 2.8423 5.2042 2.9604 4.5668 4.5468 5.1012 4.5971 6.9737 4.8298 2.4142 5.053 4.6395 1.1125 4.1468 7.1885 1.1651 4.9101
"22" 5.25 3.1533 5.9144 3.2989 5.1963 5.1797 5.6851 5.2402 7.7939 5.4969 2.6495 5.5905 5.1782 0.5318 3.4014 6.342 0.8185 4.3759
"23" 5.5 3.311 6.3346 3.4964 5.6793 5.6513 5.9803 5.7068 8.1953 6.1002 2.8515 5.8628 5.5358 0.1846 2.9003 5.8043 0.6064 4.0089
"24" 5.75 3.3144 6.4269 3.5321 5.8714 5.8405 5.9887 5.9078 8.1955 6.4567 2.9539 5.8664 5.628 0.1099 2.7319 5.6546 0.5557 3.8776
